occupation,id,gender,fame,birthyear 
science,5306,male,superstar,1950
performer,15417,female,star,1982
science,24087,male,star,2000
sports,2250,male,superstar,1988
creator,4524,female,star,1974
politics,12401,female,star,1978
politics,25011,male,star,1988
politics,4915,male,star,2000
sports,32290,male,star,1991
performer,19442,female,superstar,1990
manager,47999,male,star,1961
performer,16462,male,superstar,1943
performer,35763,male,star,1965
creator,338,female,star,1971
performer,47993,female,superstar,1956
performer,37930,male,star,1971
performer,39128,male,superstar,1980
sports,25204,male,star,1998
sports,34925,male,star,1991
politics,44675,female,star,1977
sports,35391,male,star,1964
sports,7816,male,star,1984
sports,37387,male,rising,1988
performer,22694,female,star,1999
sports,41497,male,star,1989
sports,12919,female,rising,1990
performer,12707,male,star,1993
creator,44201,male,star,1971
sports,29647,male,star,1994
sports,26947,female,star,1991
sports,6393,male,superstar,1986
creator,29963,female,star,1963
sports,20861,male,star,1985
sports,5845,male,rising,1996
sports,39931,male,star,1988
performer,34154,male,star,1992
creator,2398,female,star,1963
sports,18866,female,star,1994
sports,41913,male,superstar,1991
sports,2658,male,superstar,1975
sports,40663,male,superstar,1989
performer,8529,male,star,1967
creator,15924,male,star,1972
professional,23410,male,rising,1962
professional,21220,male,star,1975
creator,41862,female,star,1957
politics,11504,female,star,1970
performer,33169,female,star,1986
performer,33093,female,star,1979
sports,46901,male,star,1994
sports,24267,male,star,1987
creator,23035,male,star,1969
performer,153,male,star,1999
performer,24311,male,star,1981
politics,8761,male,star,1964
creator,39111,male,star,1956
sports,34337,male,superstar,1985
sports,24187,female,star,1986
professional,17904,male,star,1982
creator,20159,male,star,1995
sports,3956,male,star,1983
sports,26491,male,star,1962
performer,44769,male,star,1971
sports,9740,male,star,1951
performer,40205,male,superstar,1964
performer,5616,female,superstar,1970
sports,35764,male,star,1994
sports,47812,male,star,1988
creator,16657,female,star,1970
performer,4569,female,superstar,1983
sports,12247,male,star,1990
creator,28388,male,star,1976
politics,33344,male,star,1968
performer,4118,female,star,1984
science,14225,male,rising,1961
performer,27380,female,star,1991
sports,45222,male,star,1991
performer,14547,male,superstar,1989
sports,26811,male,star,1990
creator,5038,male,star,1977
sports,18788,male,star,1992
performer,24066,male,superstar,1998
creator,35249,male,superstar,1970
religious,15758,male,superstar,1975
sports,11260,male,star,1978
sports,13031,male,star,1972
manager,10467,male,star,1973
sports,41836,male,star,1996
sports,13403,female,star,1989
performer,42965,male,star,1975
performer,45711,male,star,1982
science,36781,male,superstar,1976
sports,8905,female,rising,1989
sports,4712,female,rising,1986
politics,7808,male,superstar,1959
performer,27170,male,star,1951
performer,46678,male,superstar,1973
sports,47480,male,star,1986
sports,241,male,star,1992
sports,21804,male,superstar,1988
sports,27266,male,star,1988
sports,33031,male,star,1968
performer,21465,male,star,2001
politics,28558,male,star,1948
sports,9668,male,star,1961
sports,4734,male,star,1965
creator,202,male,star,1945
sports,31153,female,star,1984
sports,11850,male,star,1991
sports,40110,male,star,1978
sports,19401,male,superstar,1983
creator,7562,female,star,1986
creator,27444,female,star,1971
politics,24586,male,star,1943
performer,37482,female,star,1976
creator,30330,male,superstar,1963
creator,28620,male,star,1966
sports,21524,male,superstar,1984
sports,1127,female,star,1988
performer,30978,male,star,1972
performer,40690,female,star,1981
creator,47814,male,star,1957
creator,45372,male,star,1975
creator,18085,female,star,1980
science,8223,male,star,1947
sports,34023,female,star,1993
sports,26709,male,star,1974
sports,43914,male,star,1987
sports,29860,male,superstar,1984
sports,48188,male,star,1994
performer,25405,female,superstar,1968
creator,40943,female,star,1959
creator,35603,female,superstar,1972
sports,31599,male,star,1991
performer,29506,female,superstar,1982
performer,11430,female,star,1997
performer,8980,female,star,1986
sports,26068,male,star,1975
creator,37213,male,superstar,1958
performer,35713,female,superstar,1988
performer,46761,male,superstar,1977
sports,22360,male,star,1994
performer,26000,male,star,1977
creator,18525,male,superstar,1954
sports,19297,male,rising,1997
sports,10886,male,star,1994
creator,31126,male,star,1953
manager,41022,female,star,2000
performer,39063,male,star,1990
sports,12149,male,rising,1952
sports,32329,male,rising,1995
sports,2668,male,star,1993
sports,38200,female,star,1994
sports,40555,female,star,1989
creator,7370,male,star,1961
performer,32217,female,star,1978
sports,43868,male,rising,1991
sports,6776,female,rising,1995
sports,45239,male,star,1988
science,34889,male,star,1953
creator,30413,male,star,1944
sports,13022,female,star,1962
performer,34183,male,superstar,1976
sports,47842,male,star,1986
performer,17789,male,star,1983
performer,5209,male,star,1966
creator,2956,female,star,1967
creator,4866,female,star,1965
manager,41783,male,superstar,1959
sports,5480,female,rising,1985
sports,35259,male,star,1988
performer,33412,female,superstar,1981
performer,3688,male,superstar,1991
sports,19710,male,star,1983
sports,25967,male,star,1977
professional,44507,female,star,1963
sports,42004,female,star,1983
sports,20257,male,star,1958
sports,20887,male,star,1991
politics,30184,male,superstar,1958
politics,46368,female,star,1963
sports,34013,male,star,1982
politics,31709,male,star,1961
performer,8054,female,superstar,1990
sports,33619,male,star,1987
creator,10179,male,star,1986
creator,30165,female,star,1960
creator,30522,male,star,1978
sports,25316,male,superstar,1998
sports,37561,male,star,1981
sports,42690,male,star,1989
performer,27601,female,star,1987
creator,35758,female,star,1974
sports,29975,female,rising,1993
creator,5456,male,star,2000
performer,8737,female,superstar,1973
sports,19982,female,superstar,1989
performer,19101,male,star,1969
performer,7975,male,star,2000
sports,38086,male,star,1989
sports,22500,male,star,1975
performer,23136,male,star,1957
creator,4219,male,star,1968
creator,5135,male,star,1976
sports,29861,male,star,1988
creator,32241,female,superstar,1978
sports,31451,male,rising,1997
sports,7514,male,rising,1987
professional,45471,male,star,1977
sports,37287,male,star,1988
performer,41868,female,star,1940
politics,27840,male,star,1948
sports,2812,male,star,1999
performer,29199,male,superstar,1991
sports,38513,male,star,1990
performer,11482,male,superstar,1964
sports,34856,male,star,1995
performer,38691,male,superstar,1991
manager,3550,female,star,1964
creator,12749,male,star,1970
performer,3111,male,star,1969
creator,21766,male,star,1962
performer,36566,female,star,1953
politics,6305,female,star,1952
manager,25879,male,star,1964
performer,32465,male,superstar,1964
performer,44217,male,superstar,1988
creator,41160,male,star,1948
performer,46375,male,star,1979
sports,38770,male,star,1964
sports,24445,female,star,1990
sports,40380,female,superstar,1992
performer,8567,male,superstar,1977
creator,4367,female,superstar,1981
sports,23438,male,star,1976
sports,42234,male,star,1975
sports,4266,male,star,1971
professional,11276,female,star,1968
manager,22101,male,star,1942
performer,16654,male,star,1961
sports,41780,male,star,1978
sports,35495,male,star,1986
performer,5222,female,star,1988
sports,14023,male,star,1989
sports,29129,male,star,1988
sports,24375,male,star,1988
creator,5034,male,star,1971
sports,39806,male,star,1987
sports,21775,male,star,1978
sports,18668,male,star,1973
sports,47369,male,star,1987
sports,7466,male,star,1979
performer,31494,female,star,1983
creator,39018,male,star,1971
performer,28043,female,star,1970
sports,47840,male,star,1980
sports,46692,male,star,1988
politics,24895,male,star,1978
sports,29920,male,star,1982
sports,22853,male,star,1991
sports,3379,male,star,1989
sports,5632,male,star,1994
sports,11546,male,superstar,1985
sports,23302,male,star,1994
creator,6738,female,star,1987
performer,27055,female,star,1960
creator,24188,male,star,1963
performer,12936,male,star,1980
sports,47221,female,star,1996
sports,16286,male,star,1990
performer,16449,female,star,1940
performer,35105,female,star,1981
performer,14473,female,star,1961
sports,14598,male,star,1994
science,35702,female,superstar,1960
sports,17362,male,star,1992
sports,41664,male,star,1985
performer,42918,male,star,1988
sports,42307,male,star,1980
performer,10326,female,superstar,1961
sports,31199,male,star,1986
performer,27349,male,star,1974
sports,42166,male,star,1986
performer,27221,male,superstar,1985
creator,31162,male,star,1979
sports,1799,male,star,1992
sports,4113,male,star,1997
creator,27878,male,superstar,1978
sports,32473,male,star,1984
sports,47195,male,star,1981
sports,36812,female,star,1989
sports,42877,female,star,1977
performer,46068,male,superstar,1970
performer,14560,female,star,1993
performer,39226,female,superstar,1982
sports,25990,female,star,1984
performer,4942,female,superstar,1981
performer,12159,female,superstar,1984
sports,21904,male,star,1994
performer,18734,male,star,1959
creator,9909,male,star,1966
performer,6825,male,superstar,1967
sports,28602,female,star,1986
religious,34828,male,superstar,1956
sports,48211,male,star,1990
sports,34276,male,star,1984
performer,35650,male,superstar,1969
creator,46276,male,star,1959
performer,16637,male,star,1963
sports,36470,male,star,1989
sports,33369,male,star,1995
sports,33482,male,star,1998
performer,41159,female,star,1986
sports,37860,male,star,1976
creator,188,male,star,1965
performer,25402,male,star,1972
performer,6325,female,superstar,1987
creator,1924,male,superstar,1973
politics,22809,female,star,1976
creator,4449,male,rising,2000
creator,25554,male,star,1986
creator,41554,male,star,1968
sports,16904,male,star,1992
performer,32654,female,star,1993
sports,37474,male,star,1993
sports,14244,male,star,1969
sports,46415,male,star,1982
performer,42112,female,star,1966
politics,34261,female,superstar,1964
sports,32838,male,star,1995
performer,44087,male,star,1991
creator,46306,male,star,1978
politics,20933,male,star,1954
creator,46233,male,star,1970
